gender,occupation,city_category,stay_years,marital_status,purchase_amount,quantity,age_group,product_category,payment_method
F,7,B,0,0,512.44,4,26-35,Brinquedos,Cartao_Credito
F,8,A,1,0,87.77,3,26-35,Alimentos,Cartao_Debito
F,5,C,2,0,432.0,3,26-35,Eletronicos,Cartao_Credito
F,0,B,3,1,219.15,1,26-35,Beleza,Cartao_Credito
M,17,B,2,1,309.3,1,36-45,Roupas,Cartao_Credito
F,1,C,3,1,255.73,5,0-17,Beleza,Cartao_Debito
M,16,A,1,0,334.28,4,55+,Eletronicos,Cartao_Credito
M,16,B,3,0,139.78,1,46-50,Beleza,Boleto
F,10,A,4,0,443.78,4,26-35,Esportes,Cartao_Credito
M,9,C,4,1,183.16,5,46-50,Alimentos,Dinheiro
M,17,B,4,0,98.58,5,51-55,Eletronicos,Dinheiro
M,1,A,2,1,24.54,1,0-17,Roupas,Cartao_Debito
F,20,B,0,0,245.26,4,51-55,Brinquedos,PIX
M,9,B,4,1,236.39,4,46-50,Beleza,PIX
M,8,C,0,1,205.86,1,36-45,Roupas,Dinheiro
M,12,A,4,0,205.14,1,36-45,Eletronicos,Dinheiro
F,17,C,4,0,322.46,5,55+,Esportes,Boleto
F,15,C,1,1,138.25,5,51-55,Brinquedos,Cartao_Debito
F,11,A,0,0,68.54,1,51-55,Beleza,Boleto
M,8,C,0,0,98.74,4,36-45,Beleza,Boleto
F,1,B,3,0,412.32,1,18-25,Eletronicos,PIX
M,12,C,1,0,737.39,3,36-45,Brinquedos,Boleto
F,0,B,2,0,181.92,3,18-25,Alimentos,PIX
M,4,A,4,0,61.16,3,36-45,Eletronicos,Dinheiro
F,6,B,2,1,217.08,2,26-35,Brinquedos,PIX
F,8,B,1,1,190.44,5,36-45,Beleza,Boleto
M,0,B,0,1,346.87,1,18-25,Eletronicos,Cartao_Debito
F,2,A,2,1,133.92,2,0-17,Beleza,Cartao_Debito
F,18,A,4,1,121.32,3,26-35,Alimentos,Boleto
M,0,A,4,1,120.57,3,0-17,Eletronicos,PIX
F,4,A,3,1,50.74,2,26-35,Alimentos,Cartao_Debito
F,3,A,3,1,112.01,5,18-25,Beleza,PIX
F,19,A,3,1,53.45,5,51-55,Beleza,PIX
F,19,C,4,0,201.42,5,51-55,Roupas,Dinheiro
M,3,A,1,0,485.44,2,18-25,Eletronicos,Cartao_Credito
F,18,B,0,0,339.12,3,51-55,Esportes,Boleto
M,15,A,1,1,328.33,2,46-50,Eletronicos,Dinheiro
F,11,A,4,0,620.46,2,36-45,Roupas,Cartao_Credito
F,14,B,3,1,238.53,3,51-55,Beleza,Cartao_Credito
M,2,B,4,1,66.48,3,26-35,Brinquedos,Cartao_Debito
F,17,B,4,1,180.64,4,46-50,Eletronicos,Boleto
M,14,A,2,1,284.51,2,46-50,Esportes,PIX
F,15,B,3,0,117.57,2,51-55,Alimentos,Dinheiro
M,19,A,3,0,250.17,5,55+,Eletronicos,Boleto
F,3,A,1,1,68.09,5,0-17,Brinquedos,PIX
F,15,A,1,0,438.61,5,36-45,Eletronicos,Cartao_Credito
M,10,A,1,1,481.54,4,26-35,Brinquedos,Cartao_Credito
F,0,B,2,0,270.34,1,18-25,Esportes,Dinheiro
M,13,A,3,1,247.15,3,46-50,Roupas,PIX
M,17,C,3,1,470.89,2,51-55,Eletronicos,Cartao_Credito
M,3,C,2,0,230.84,2,18-25,Beleza,PIX
M,2,B,1,0,80.14,2,18-25,Eletronicos,PIX
F,13,C,1,1,351.73,5,36-45,Eletronicos,Dinheiro
F,1,A,4,1,256.73,3,0-17,Esportes,Dinheiro
M,17,B,3,1,126.25,5,51-55,Eletronicos,Dinheiro
M,5,C,3,0,293.96,1,18-25,Roupas,Dinheiro
M,11,B,4,0,179.57,4,18-25,Esportes,Dinheiro
F,15,B,0,1,186.47,4,51-55,Casa,Cartao_Debito
F,10,B,2,0,781.03,3,36-45,Roupas,Cartao_Credito
M,8,A,2,1,199.57,3,36-45,Brinquedos,PIX
M,13,B,2,0,287.03,1,36-45,Esportes,PIX
M,12,B,2,0,613.08,3,18-25,Roupas,Cartao_Debito
F,18,C,4,0,277.61,3,55+,Esportes,Dinheiro
M,6,C,3,1,483.03,4,26-35,Eletronicos,Cartao_Credito
F,13,C,4,0,374.65,2,51-55,Beleza,Boleto
M,6,C,2,1,69.88,2,0-17,Eletronicos,Dinheiro
F,17,C,3,0,155.96,3,36-45,Beleza,PIX
M,9,C,2,1,157.76,1,26-35,Beleza,Boleto
M,20,C,0,1,143.96,1,55+,Beleza,Dinheiro
F,9,B,3,0,256.76,5,26-35,Casa,PIX
M,6,C,2,1,299.14,3,26-35,Esportes,PIX
M,16,A,4,1,284.88,1,51-55,Esportes,Boleto
M,6,B,3,0,130.18,2,36-45,Beleza,PIX
M,3,B,4,0,176.48,1,0-17,Beleza,PIX
M,6,A,2,0,66.22,5,26-35,Alimentos,Boleto
M,0,C,2,0,294.02,1,18-25,Eletronicos,Boleto
M,7,C,0,0,139.6,5,26-35,Beleza,Cartao_Credito
M,20,B,4,1,484.81,2,46-50,Eletronicos,Cartao_Credito
F,17,B,1,1,137.24,4,51-55,Beleza,Dinheiro
F,11,C,3,1,374.98,1,36-45,Esportes,Cartao_Credito
M,20,A,4,1,112.6,3,51-55,Beleza,Dinheiro
F,15,C,4,1,98.62,3,18-25,Alimentos,PIX
M,9,B,2,0,219.32,3,26-35,Roupas,PIX
M,20,B,3,1,568.85,1,26-35,Esportes,PIX
F,13,B,2,1,127.94,3,55+,Beleza,PIX
M,0,A,3,1,244.13,1,18-25,Eletronicos,Cartao_Debito
F,15,B,2,1,104.12,1,51-55,Casa,Dinheiro
M,17,A,0,1,253.21,5,51-55,Eletronicos,Cartao_Credito
F,9,B,0,1,250.1,2,18-25,Eletronicos,Boleto
M,4,A,1,1,97.75,2,26-35,Beleza,PIX
F,18,A,4,0,715.88,2,51-55,Roupas,PIX
M,7,C,1,0,87.13,5,26-35,Beleza,Dinheiro
F,1,A,0,1,83.12,5,18-25,Beleza,PIX
F,14,A,3,0,248.16,4,36-45,Roupas,Dinheiro
M,3,C,0,1,485.3,3,0-17,Esportes,PIX
M,9,A,1,0,157.59,1,26-35,Alimentos,PIX
M,12,A,0,1,64.08,1,36-45,Beleza,Dinheiro
M,14,A,0,1,169.28,1,51-55,Alimentos,Dinheiro
F,14,C,2,1,103.84,5,46-50,Casa,Dinheiro
M,15,C,2,0,332.76,2,51-55,Alimentos,Cartao_Credito
F,14,B,0,1,265.87,3,51-55,Brinquedos,Dinheiro
F,9,C,2,0,230.29,5,26-35,Casa,PIX
M,19,A,2,1,392.9,2,51-55,Brinquedos,Boleto
F,13,A,0,0,234.86,5,46-50,Casa,PIX
F,6,A,4,0,287.19,3,18-25,Beleza,Cartao_Debito
F,1,A,3,1,197.93,5,0-17,Beleza,PIX
F,9,B,2,0,185.19,1,26-35,Roupas,Cartao_Debito
F,4,A,2,0,140.64,4,26-35,Esportes,PIX
F,12,A,4,1,146.72,5,51-55,Alimentos,PIX
F,15,C,3,1,422.9,5,46-50,Esportes,Cartao_Credito
F,11,B,0,1,519.87,2,46-50,Eletronicos,Dinheiro
M,8,A,0,1,256.41,3,36-45,Eletronicos,Dinheiro
F,5,A,1,0,314.13,1,18-25,Esportes,Boleto
M,6,A,1,1,86.09,2,18-25,Alimentos,Cartao_Debito
M,9,B,2,1,306.44,3,46-50,Beleza,Cartao_Credito
M,3,C,3,1,185.86,4,0-17,Eletronicos,PIX
F,11,C,0,0,210.96,4,36-45,Roupas,PIX
M,20,A,1,0,191.07,1,51-55,Esportes,PIX
M,1,B,4,1,79.73,2,18-25,Alimentos,PIX
M,14,A,2,0,70.59,5,51-55,Eletronicos,PIX
M,12,B,2,1,223.8,5,46-50,Casa,Cartao_Debito
F,13,C,4,1,268.51,2,51-55,Eletronicos,Cartao_Debito
M,5,C,3,0,364.14,4,18-25,Eletronicos,Cartao_Credito
M,10,C,1,1,32.95,3,36-45,Eletronicos,Dinheiro
M,20,B,1,0,380.88,3,55+,Eletronicos,Boleto
M,9,B,4,1,126.52,5,26-35,Eletronicos,Boleto
F,6,B,3,1,185.16,3,26-35,Beleza,Cartao_Debito
F,1,B,0,0,290.9,5,0-17,Casa,Dinheiro
F,6,C,2,1,57.26,4,26-35,Eletronicos,Cartao_Credito
F,17,B,0,1,165.63,4,51-55,Brinquedos,PIX
F,3,B,4,0,274.44,2,18-25,Esportes,Dinheiro
M,17,B,3,0,76.89,4,18-25,Casa,Dinheiro
M,1,B,4,0,248.33,2,0-17,Eletronicos,Cartao_Debito
M,14,B,1,0,52.81,2,46-50,Esportes,PIX
M,8,C,2,1,490.31,4,36-45,Esportes,Cartao_Credito
F,19,C,4,0,144.16,3,55+,Alimentos,Dinheiro
F,2,A,1,0,161.49,2,18-25,Roupas,Dinheiro
F,15,A,0,1,537.9,3,46-50,Eletronicos,Cartao_Credito
M,12,B,4,1,147.13,3,36-45,Casa,Cartao_Debito
F,17,B,2,0,629.81,3,51-55,Roupas,Boleto
F,19,A,3,1,491.55,3,55+,Eletronicos,Dinheiro
M,1,C,2,0,413.19,1,18-25,Casa,Boleto
F,20,C,1,0,191.37,5,51-55,Beleza,Cartao_Debito
F,0,B,2,0,83.1,1,18-25,Alimentos,Cartao_Debito
M,0,A,4,0,168.27,4,0-17,Alimentos,PIX
M,2,B,1,1,444.15,3,46-50,Eletronicos,Cartao_Credito
M,4,A,2,1,402.24,5,26-35,Eletronicos,PIX
M,19,A,0,0,74.66,1,46-50,Esportes,Boleto
M,0,C,2,0,276.02,1,0-17,Esportes,Dinheiro
F,10,B,3,0,248.88,4,26-35,Beleza,Cartao_Debito
M,4,B,0,0,129.7,2,0-17,Esportes,PIX
M,0,C,0,1,388.47,4,18-25,Esportes,Cartao_Debito
M,9,A,0,1,299.73,4,51-55,Eletronicos,PIX
F,7,C,0,1,185.65,5,26-35,Roupas,Dinheiro
F,16,A,4,0,451.59,2,51-55,Esportes,Cartao_Credito
M,11,A,0,1,527.81,2,36-45,Eletronicos,Boleto
M,0,B,1,1,473.34,4,18-25,Esportes,Cartao_Credito
M,8,A,4,1,73.88,4,36-45,Alimentos,Dinheiro
F,6,A,4,1,331.26,4,26-35,Eletronicos,Boleto
M,8,C,1,1,51.89,5,26-35,Alimentos,Cartao_Debito
F,1,B,2,0,144.59,1,18-25,Roupas,Cartao_Debito
M,16,C,0,0,138.28,4,46-50,Casa,Dinheiro
M,16,C,2,1,69.19,5,46-50,Alimentos,PIX
F,16,C,0,0,112.24,5,26-35,Beleza,PIX
M,6,B,3,1,171.61,3,18-25,Beleza,PIX
M,20,B,1,0,38.68,4,55+,Beleza,PIX
M,17,C,0,0,229.67,2,51-55,Brinquedos,Dinheiro
M,1,B,3,1,43.42,2,0-17,Esportes,PIX
F,16,A,0,0,227.81,3,51-55,Alimentos,Dinheiro
F,19,C,3,0,604.25,5,55+,Alimentos,Cartao_Credito
F,0,A,0,0,107.55,1,0-17,Brinquedos,PIX
M,18,C,4,0,253.43,2,55+,Roupas,PIX
F,4,B,3,1,117.53,5,26-35,Beleza,PIX
M,16,B,3,1,216.55,3,51-55,Alimentos,PIX
M,12,C,4,1,257.47,3,46-50,Esportes,Cartao_Credito
M,7,A,2,0,153.95,4,26-35,Beleza,Dinheiro
M,15,B,1,1,239.12,3,46-50,Beleza,PIX
M,3,C,2,1,113.22,4,18-25,Alimentos,PIX
M,7,C,1,0,369.84,2,26-35,Eletronicos,Cartao_Credito
M,16,C,2,0,148.64,5,36-45,Esportes,PIX
M,17,B,3,1,103.19,2,18-25,Eletronicos,PIX
F,15,C,2,1,66.35,2,46-50,Esportes,Dinheiro
F,20,B,1,0,110.82,3,51-55,Brinquedos,Boleto
F,14,A,0,1,46.67,1,46-50,Beleza,Cartao_Debito
F,18,B,3,1,51.17,1,51-55,Alimentos,PIX
F,9,C,0,1,101.59,5,26-35,Brinquedos,Dinheiro
M,17,A,2,1,226.81,3,51-55,Roupas,Dinheiro
F,10,B,4,0,42.5,5,18-25,Esportes,Boleto
M,10,B,2,0,141.41,2,36-45,Roupas,Boleto
M,3,A,3,1,266.0,1,26-35,Eletronicos,Dinheiro
F,4,A,0,0,174.93,4,18-25,Beleza,Cartao_Debito
F,13,B,0,0,77.35,3,46-50,Roupas,Dinheiro
M,12,B,0,0,357.2,1,46-50,Esportes,Cartao_Credito
M,18,A,3,1,283.08,4,51-55,Eletronicos,PIX
M,17,B,1,1,232.32,3,51-55,Alimentos,Cartao_Debito
F,9,B,2,1,58.77,5,36-45,Beleza,Cartao_Debito
M,3,A,2,1,110.37,1,0-17,Beleza,Dinheiro
F,15,B,3,1,59.29,2,51-55,Beleza,Boleto
M,15,B,1,0,346.46,1,51-55,Eletronicos,Boleto
M,18,B,4,1,213.65,3,51-55,Brinquedos,Dinheiro
M,10,C,3,0,343.26,5,46-50,Eletronicos,Cartao_Credito
F,12,C,1,1,75.13,1,55+,Brinquedos,Boleto
M,4,C,4,1,173.68,3,26-35,Beleza,PIX
M,11,A,2,1,284.4,5,0-17,Esportes,Dinheiro
M,0,B,0,0,52.78,1,0-17,Alimentos,PIX
M,1,A,0,0,176.73,1,0-17,Beleza,Dinheiro
F,9,C,3,1,83.09,3,0-17,Beleza,PIX
M,12,A,4,0,431.11,4,36-45,Casa,Boleto
M,5,B,1,1,188.44,5,55+,Casa,Cartao_Debito
F,13,A,0,0,330.26,4,46-50,Casa,PIX
F,0,B,3,1,400.97,5,51-55,Esportes,Cartao_Credito
M,18,B,3,1,182.81,4,46-50,Brinquedos,Cartao_Credito
F,19,B,1,0,215.1,3,55+,Roupas,PIX
F,1,B,3,0,449.49,4,18-25,Beleza,Boleto
M,15,B,2,1,234.71,2,46-50,Alimentos,Cartao_Debito
F,12,A,1,0,179.08,1,46-50,Eletronicos,Cartao_Debito
M,3,A,2,1,163.22,4,18-25,Brinquedos,PIX
M,0,C,2,1,205.93,2,0-17,Esportes,Cartao_Debito
M,16,B,0,0,577.69,5,51-55,Roupas,Cartao_Debito
M,17,B,4,1,232.24,3,46-50,Beleza,Dinheiro
F,8,A,0,0,361.93,3,26-35,Eletronicos,Cartao_Credito
F,10,B,1,1,249.59,5,26-35,Casa,Dinheiro
M,15,A,0,1,351.18,1,46-50,Eletronicos,Cartao_Credito
M,6,C,0,1,308.53,1,36-45,Eletronicos,Boleto
M,19,B,4,0,60.83,2,55+,Esportes,Cartao_Debito
M,19,A,1,1,352.47,4,55+,Brinquedos,Boleto
M,0,B,4,1,236.11,3,18-25,Brinquedos,PIX
F,8,C,3,0,86.13,2,26-35,Beleza,Dinheiro
M,20,A,3,1,511.06,5,55+,Eletronicos,Cartao_Credito
M,8,B,2,0,171.89,1,26-35,Beleza,Cartao_Credito
M,3,B,4,1,402.86,1,0-17,Beleza,Cartao_Debito
M,5,A,4,0,275.37,2,26-35,Esportes,Cartao_Debito
F,6,A,2,0,375.26,1,26-35,Roupas,Cartao_Credito
F,7,B,4,0,142.8,4,18-25,Alimentos,PIX
M,16,A,2,0,221.52,5,46-50,Beleza,Cartao_Debito
M,18,A,3,1,80.66,5,46-50,Beleza,Dinheiro
M,16,A,0,1,554.71,1,51-55,Esportes,Boleto
F,13,A,1,0,421.26,2,26-35,Eletronicos,Cartao_Credito
M,15,B,0,0,42.12,3,46-50,Eletronicos,PIX
M,7,C,1,0,53.27,1,26-35,Eletronicos,Cartao_Debito
F,19,B,0,1,247.14,4,46-50,Casa,PIX
F,12,A,1,0,318.94,5,46-50,Casa,Boleto
F,18,C,0,1,273.96,5,51-55,Casa,Cartao_Credito
M,7,B,3,0,50.58,2,26-35,Esportes,Dinheiro
M,13,B,0,1,72.19,3,18-25,Alimentos,PIX
F,16,B,4,1,165.9,5,55+,Alimentos,Boleto
M,6,B,0,1,314.69,5,18-25,Brinquedos,PIX
M,0,B,3,0,94.67,3,46-50,Beleza,Dinheiro
F,18,A,4,0,294.36,3,26-35,Casa,Dinheiro
F,15,C,0,1,285.67,1,51-55,Beleza,PIX
M,3,C,4,0,35.37,2,18-25,Brinquedos,Cartao_Credito
M,13,B,4,0,138.77,3,36-45,Eletronicos,Cartao_Debito
M,4,A,1,0,698.74,5,26-35,Eletronicos,Cartao_Credito
F,6,A,2,0,200.34,4,0-17,Beleza,PIX
M,14,C,2,1,291.84,1,46-50,Eletronicos,Boleto
M,3,B,1,0,101.85,2,18-25,Beleza,Cartao_Debito
F,7,B,1,0,332.44,1,36-45,Esportes,Cartao_Credito
M,20,C,1,1,316.72,1,36-45,Brinquedos,Cartao_Credito
F,12,B,4,1,152.92,2,26-35,Beleza,PIX
M,11,C,1,1,116.64,1,0-17,Esportes,Cartao_Debito
F,20,C,3,1,177.86,4,51-55,Beleza,Dinheiro
M,8,A,1,0,195.57,2,0-17,Alimentos,PIX
F,0,A,3,0,392.71,1,18-25,Alimentos,PIX
F,9,B,3,1,132.73,1,36-45,Beleza,PIX
M,18,A,3,1,389.13,5,51-55,Eletronicos,Cartao_Credito
M,16,A,1,1,381.35,4,26-35,Esportes,Boleto
F,15,A,4,0,185.87,4,46-50,Alimentos,Dinheiro
F,2,A,4,0,123.56,2,18-25,Alimentos,PIX
M,15,C,3,1,124.6,4,36-45,Brinquedos,PIX
M,17,B,4,0,426.55,5,46-50,Eletronicos,Boleto
F,5,A,2,0,218.11,2,18-25,Eletronicos,PIX
F,18,B,2,1,287.38,5,51-55,Brinquedos,Dinheiro
M,8,B,0,0,275.9,1,26-35,Esportes,Dinheiro
F,7,B,1,0,182.91,5,26-35,Casa,PIX
M,10,A,0,0,75.19,1,26-35,Brinquedos,PIX
M,9,C,0,1,139.68,4,36-45,Brinquedos,Boleto
M,20,B,4,1,161.55,5,51-55,Brinquedos,PIX
M,5,B,2,0,148.52,3,26-35,Beleza,Dinheiro
F,11,A,2,1,53.39,4,46-50,Alimentos,PIX
F,13,A,1,1,84.93,1,46-50,Beleza,Cartao_Debito
M,11,B,0,0,246.76,4,46-50,Casa,PIX
F,14,A,0,1,418.31,4,46-50,Alimentos,Cartao_Credito
M,8,C,1,1,105.09,5,26-35,Beleza,Cartao_Debito
M,2,B,3,1,183.74,4,0-17,Roupas,PIX
M,12,B,4,1,184.79,1,36-45,Roupas,PIX
M,20,B,3,0,148.59,1,55+,Eletronicos,Dinheiro
M,3,A,2,1,308.41,5,18-25,Eletronicos,Boleto
F,19,A,2,1,632.09,5,51-55,Casa,Boleto
F,6,B,0,1,276.64,4,26-35,Beleza,Boleto
F,2,B,0,1,101.62,2,0-17,Beleza,Cartao_Debito
M,7,C,2,1,227.55,5,26-35,Alimentos,Cartao_Debito
F,3,A,4,0,151.56,4,18-25,Roupas,Cartao_Debito
F,5,A,3,1,338.16,3,36-45,Esportes,Cartao_Credito
F,16,C,3,0,366.79,2,51-55,Beleza,Boleto
F,19,A,0,1,291.54,4,46-50,Roupas,Boleto
M,14,B,0,0,638.06,3,51-55,Eletronicos,Dinheiro
F,6,C,2,1,490.78,4,26-35,Eletronicos,Cartao_Credito
F,5,A,0,0,177.16,4,36-45,Brinquedos,PIX
M,19,A,3,1,69.89,5,51-55,Alimentos,Boleto
M,4,A,4,0,129.82,4,0-17,Brinquedos,Dinheiro
M,19,C,2,1,209.58,1,46-50,Brinquedos,PIX
F,9,B,2,1,189.9,3,36-45,Beleza,PIX
M,15,C,0,1,202.49,3,46-50,Beleza,Dinheiro
F,13,B,0,1,148.67,1,46-50,Beleza,PIX
M,6,A,2,0,420.2,5,26-35,Esportes,Boleto
F,12,A,1,0,196.52,5,36-45,Casa,Dinheiro
F,0,B,3,1,260.62,3,18-25,Beleza,Cartao_Debito
M,6,B,4,1,127.68,1,26-35,Beleza,Cartao_Credito
F,1,B,4,1,310.27,2,26-35,Esportes,PIX
M,18,C,2,0,64.38,2,51-55,Brinquedos,PIX
M,18,B,1,0,350.62,4,36-45,Brinquedos,Boleto
F,8,B,1,1,131.8,2,26-35,Casa,Dinheiro
M,1,C,3,0,424.49,3,0-17,Eletronicos,PIX
F,10,C,4,1,151.73,4,46-50,Beleza,Boleto
F,12,A,2,1,184.9,2,46-50,Beleza,Dinheiro
F,0,B,3,0,145.66,1,0-17,Esportes,PIX
F,9,C,3,1,950.16,3,36-45,Eletronicos,PIX
F,0,B,0,0,266.76,1,0-17,Esportes,Boleto
F,1,C,3,0,197.35,5,18-25,Esportes,PIX
M,8,B,1,0,222.05,4,36-45,Eletronicos,Dinheiro
F,20,B,2,0,303.21,5,51-55,Roupas,Boleto
M,17,B,3,1,370.0,5,55+,Eletronicos,Boleto
M,19,B,4,0,82.1,2,55+,Beleza,Cartao_Credito
M,3,B,2,1,64.45,1,18-25,Beleza,PIX
M,16,A,3,1,451.88,2,51-55,Eletronicos,Cartao_Credito
M,0,C,4,1,306.06,3,18-25,Eletronicos,Cartao_Credito
F,8,A,4,1,71.87,2,36-45,Beleza,Cartao_Debito
M,11,C,1,1,58.16,2,46-50,Eletronicos,Cartao_Debito
F,0,A,3,1,83.06,2,0-17,Alimentos,PIX
F,12,B,3,1,307.39,4,26-35,Roupas,Dinheiro
M,1,A,0,0,110.77,4,18-25,Beleza,Cartao_Debito
F,0,C,1,1,115.45,4,18-25,Alimentos,PIX
F,5,C,3,0,200.11,2,26-35,Beleza,PIX
F,17,A,1,0,169.16,3,18-25,Beleza,Boleto
M,18,C,0,1,434.89,2,51-55,Eletronicos,Dinheiro
F,19,C,0,1,426.75,4,51-55,Casa,Boleto
M,16,A,0,0,377.18,2,51-55,Esportes,Cartao_Credito
F,9,A,0,1,132.9,1,36-45,Casa,Cartao_Credito
F,12,C,0,1,309.76,5,46-50,Beleza,Boleto
F,17,B,2,1,218.57,5,51-55,Beleza,PIX
M,12,B,0,1,178.75,5,36-45,Brinquedos,Dinheiro
M,18,A,1,1,707.5,4,55+,Casa,Boleto
M,11,C,2,0,478.0,5,36-45,Eletronicos,Cartao_Credito
F,14,C,1,0,656.9,5,46-50,Casa,Boleto
M,19,C,0,0,312.45,4,51-55,Esportes,Boleto
M,0,C,2,1,294.79,5,0-17,Roupas,Cartao_Debito
M,19,A,2,1,245.81,2,55+,Eletronicos,Cartao_Debito
F,6,C,1,1,642.46,4,26-35,Brinquedos,Boleto
M,2,B,3,0,336.34,5,26-35,Esportes,Dinheiro
M,9,B,4,1,205.38,2,46-50,Beleza,Cartao_Debito
F,4,B,2,1,233.44,3,26-35,Brinquedos,Boleto
F,11,B,1,1,331.88,1,51-55,Roupas,Cartao_Credito
F,17,C,2,0,184.75,5,51-55,Brinquedos,Boleto
M,0,A,3,1,168.33,4,0-17,Casa,Cartao_Debito
M,1,C,1,0,102.9,3,0-17,Casa,Boleto
M,0,B,2,0,177.54,2,0-17,Esportes,PIX
M,12,C,1,0,92.11,1,51-55,Alimentos,Cartao_Debito
M,0,C,1,0,306.94,4,18-25,Eletronicos,Boleto
F,10,C,2,0,155.9,3,36-45,Alimentos,Cartao_Credito
F,6,B,0,1,180.81,1,18-25,Beleza,PIX
F,4,C,0,0,423.6,3,18-25,Casa,Cartao_Credito
M,6,B,3,0,85.34,1,26-35,Esportes,PIX
F,17,C,0,0,18.39,2,26-35,Beleza,PIX
M,11,C,0,0,145.55,4,46-50,Alimentos,Cartao_Debito
M,2,B,1,0,180.74,1,0-17,Eletronicos,Cartao_Debito
F,13,A,0,0,216.38,2,18-25,Beleza,Dinheiro
M,6,A,1,0,215.01,4,26-35,Alimentos,Cartao_Credito
F,2,C,3,1,625.54,1,51-55,Alimentos,Boleto
M,17,C,3,1,260.65,3,51-55,Esportes,Cartao_Debito
M,4,B,4,1,514.65,2,18-25,Beleza,PIX
F,3,A,3,0,301.26,1,18-25,Eletronicos,PIX
M,7,A,0,0,205.63,3,18-25,Alimentos,PIX
M,7,A,0,1,222.1,1,26-35,Beleza,PIX
F,17,B,0,0,378.14,1,51-55,Beleza,Boleto
M,6,A,4,1,597.89,5,26-35,Brinquedos,Dinheiro
M,2,A,3,1,188.27,3,18-25,Roupas,PIX
M,19,B,2,0,630.22,4,51-55,Eletronicos,Cartao_Credito
M,0,A,2,1,228.34,3,0-17,Eletronicos,Cartao_Debito
F,13,A,3,0,267.61,1,51-55,Eletronicos,Cartao_Debito
M,16,A,0,0,446.89,3,51-55,Eletronicos,Cartao_Credito
F,16,C,1,1,142.97,5,51-55,Alimentos,PIX
F,20,C,2,1,217.7,4,55+,Beleza,Boleto
F,16,C,4,0,192.87,3,0-17,Alimentos,PIX
F,19,A,2,1,490.96,1,0-17,Alimentos,Cartao_Credito
M,9,B,1,1,265.81,5,36-45,Eletronicos,Dinheiro
F,19,C,3,1,170.61,3,18-25,Alimentos,PIX
M,20,B,1,0,354.46,1,55+,Eletronicos,Boleto
M,11,C,2,0,157.9,1,26-35,Alimentos,Cartao_Debito
M,10,A,4,1,552.73,1,46-50,Eletronicos,PIX
F,10,C,0,0,363.34,4,26-35,Eletronicos,Boleto
M,17,C,0,0,66.15,2,51-55,Roupas,Dinheiro
M,6,A,1,0,110.24,1,18-25,Casa,PIX
F,17,C,2,1,599.7,4,46-50,Esportes,Boleto
F,15,A,0,1,143.52,4,46-50,Beleza,Cartao_Debito
M,4,C,0,0,283.01,3,26-35,Eletronicos,Dinheiro
F,20,A,3,1,1232.6,4,55+,Brinquedos,Cartao_Credito
M,14,A,4,0,436.37,1,46-50,Eletronicos,Cartao_Credito
M,6,C,3,0,183.39,2,0-17,Alimentos,Cartao_Credito
F,17,B,1,0,117.64,3,51-55,Roupas,Dinheiro
M,17,A,1,0,207.56,5,51-55,Beleza,PIX
F,1,B,3,1,84.22,2,18-25,Alimentos,Cartao_Credito
M,5,A,0,1,780.39,1,36-45,Eletronicos,PIX
M,19,A,3,1,470.93,3,51-55,Alimentos,Cartao_Credito
M,16,A,0,0,110.96,4,55+,Alimentos,PIX
M,14,B,2,1,238.27,4,46-50,Eletronicos,Dinheiro
M,17,C,1,1,78.34,3,51-55,Esportes,Dinheiro
M,11,B,2,1,46.51,1,46-50,Beleza,Cartao_Credito
F,19,B,3,1,292.07,3,55+,Eletronicos,PIX
M,7,C,0,1,127.35,5,26-35,Brinquedos,PIX
F,16,A,2,0,160.34,2,55+,Beleza,Cartao_Debito
F,13,A,2,0,677.94,5,51-55,Casa,PIX
M,8,B,0,1,446.78,3,36-45,Esportes,Boleto
M,4,C,4,1,88.15,1,26-35,Alimentos,Dinheiro
F,20,B,1,1,57.15,5,51-55,Roupas,Cartao_Debito
M,4,C,1,1,167.13,4,18-25,Alimentos,Dinheiro
M,3,A,4,1,53.18,2,0-17,Beleza,PIX
M,7,A,0,0,278.09,3,36-45,Eletronicos,PIX
M,18,A,1,1,433.41,4,51-55,Brinquedos,Cartao_Credito
M,19,A,4,0,90.2,4,46-50,Eletronicos,PIX
M,3,B,3,0,102.38,5,0-17,Alimentos,PIX
F,4,B,0,0,109.48,2,18-25,Beleza,PIX
F,16,B,1,1,155.47,2,55+,Beleza,PIX
M,18,B,1,1,102.73,4,51-55,Beleza,PIX
F,2,C,2,0,52.41,1,36-45,Beleza,PIX
M,19,C,2,1,413.34,5,46-50,Eletronicos,Dinheiro
F,14,B,1,0,258.99,1,51-55,Beleza,Dinheiro
F,6,B,4,1,451.22,4,18-25,Casa,Cartao_Debito
M,7,B,2,0,98.13,4,26-35,Brinquedos,Dinheiro
M,9,B,3,1,108.86,5,36-45,Casa,Cartao_Credito
M,14,B,2,0,79.02,4,46-50,Esportes,Cartao_Debito
F,18,C,4,0,35.99,5,51-55,Alimentos,Boleto
M,17,C,2,1,283.62,2,51-55,Esportes,Cartao_Debito
F,20,B,2,1,68.65,4,51-55,Beleza,PIX
M,9,A,0,0,369.24,5,36-45,Eletronicos,Cartao_Credito
M,4,A,2,1,112.93,4,0-17,Casa,PIX
